44.5078485,40.1860707
44.5063036,40.1847839 
44.5084172,40.1832675
44.5095651,40.1824232

44.5078485,40.1860707
44.5099139,40.1845941
44.5084172,40.1832675
44.5095651,40.1824232
44.5111692,40.1837089
44.512403,40.1828154
44.51442,40.1845367
44.5131862,40.1854547

44.5171666,40.1849507 
44.5156217,40.1837048 
44.51442,40.1845367
44.512403,40.1828154 
44.5136046,40.1820163 
44.5154071,40.1807375 
44.5173597,40.1823933 
44.5189047,40.1836556
44.5208359,40.1820818 
44.5192695,40.1810326 

44.5156217,40.1837048 
44.5148063,40.1829671 
44.5165658,40.1817376

44.5092058,40.1798973 
44.5108366,40.1814384 
44.5138407,40.1794055
44.5154071,40.1807375 
44.5168877,40.1796023 
44.5192695,40.1810326 

44.5156217,40.1837048 
44.5173597,40.1823933 
44.5192695,40.1810326 
44.5219302,40.1791432 
44.5184755,40.1776841 
44.5202994,40.175274 

44.5138192,40.1735033 
44.5138836,40.1757167 
44.5184755,40.1776841

44.5092058,40.1798973
44.5101392,40.1793031 
44.5112979,40.1802375 
44.5132721,40.1788604 
44.5138407,40.1794055 
44.5150101,40.1785981 
44.5168877,40.1796023
44.5184755,40.1776841

44.5148063,40.1829671
44.5136046,40.1820163
44.5119244,40.1806617
44.5112979,40.1802375

44.513684,40.1837642 
44.5148063,40.1829671

44.5111692,40.1837089 
44.5131862,40.1854547
44.5120317,40.1862836 
44.5099139,40.1845941 
44.5111692,40.1837089

44.5171666,40.1849507 
44.5189047,40.1836556 
44.5195526,40.1842427

44.5208359,40.1820818 
44.5235223,40.1798861 

44.5221919,40.1809354 
44.5206041,40.1801484

44.5150101,40.1785981
44.5171018,40.1771038
44.520063,40.1750052

44.5163616,40.1767759
44.5171984,40.1761529
44.5193871,40.1745871 

44.5195526,40.1842427
44.5215593,40.1859812

44.5171666,40.1849507
44.5183836,40.186014 
44.5197569,40.1871943

44.5131862,40.1854547
44.5151649,40.1870303 

44.5151649,40.1870303
44.5171666,40.1849507 

44.5057235,40.1841361
44.5089851,40.1819066
44.5095651,40.1824232

44.5108366,40.1814384
44.512403,40.1828154

44.5219302,40.1791432 
